company_name,contact,address,city,state,zip,country,phone,email,fax,notes,operations,commodities,url
Diazteca Co,Disconnected,,HIDALGO,TX,,,(956) 843-9121,,,Disconnected,,"Avocados, Chili, Garlic, Limes, Mangoes, Mixed Vegetables, Papayas, Peppers, Watermelons,"
Dietert Greenhouses,No answer,,SAN ANTONIO,TX,,,(512) 648-1291,,,Number disconnected,,"Baskets, Blooming Plants, Foliage,"
"Dietz Co Ltd, Matt",N/A,,LAREDO,TX,,,(956) 723-9178,,,Number disconnected,,"Cabbage, Cantaloupes, Cucumbers, Honeydew Melons, Lettuce, Onions, Peppers, Spinach,"
DiMare Fresh - Dallas,Ralph Brown,,ARLINGTON,TX,,,(817) 608-0010,,,,,"Fruits, Vegetables,"
DiMare Fresh - Houston,Jim Kidd,,HOUSTON,TX,,,(713) 688-0278,,,Local: Retail & resturants,,"Fruits, Vegetables,"
Dimiso LLC,Disconnected,,MCALLEN,TX,,,(956) 994-1370,,,Disconnected,,"Fruits, Vegetables,"
Dixondale Farms Inc,Bruce Fraizer,,CARRIZO SPRINGS,TX,,,(830) 876-2430,,,Ext #11,,"Cantaloupes, Onions, Plants,"
Donna Fruit Co dba Healds Valley Farms,Joe Rios,,EDINBURG,TX,,,(956) 380-6211,,,,,"Citrus Fruits, Grapefruit, Oranges,"
Double J Produce,Joe ,,SAN JUAN,TX,,,(956) 702-3388,,,,,"Bananas, Cabbage, Cilantro, Citrus Fruits, Fruits, Jalapeño Pepper, Limes, Mangoes, Peppers, Squash, Vegetables,"
Duda Farm Fresh Foods Inc,Chris Shortill,,MCALLEN,TX,,,(956) 631-3311,,,Season starts in February/Mailed info 11/20/08,,"Cabbage, Celery, Mixed Vegetables, Onions, Peppers,"
Edinburg Citrus Association,Ruben or Don,,EDINBURG,TX,,,(956) 383-6619,,,,,"Citrus Fruits, Grapefruit, Lemons, Limes, Oranges,"
Ellison's Greenhouses Inc,Jean,,BRENHAM,TX,,,(979) 836-6011,,,"No out of state, use own trucks 300 mi raduis ",,"Baskets, Bedding Plants, Blooming Plants, Bulbs, Cactus/Succulents, Foliage, Plant Care Products,"
Elmore & Stahl Inc,Mike Traylor,,MISSION,TX,,,(956) 205-7400,,,Call on Dec. 3rd 08' for follow up/Mailed info,,"Honeydew Melons, Melons, Onions, PMA Member,"
Empacadora G A B Inc,Pam,,HIDALGO,TX,,,(956) 686-2445,,,,,"Asparagus, Broccoli, Brussels Sprouts, Carrots, Cauliflower, Celery, Chili, Cilantro, Garlic, Onions, Parsley, Peppers, PMA Member, Poblano, Prickly/Tuna Pear, Radishes, Snowpeas, Spinach, Strawberries,"
Empacadora G A B Inc,Rick,,LAREDO,TX,,,(956) 727-0100,,,ricardo@empgab.com,,"Frozen Vegetables,"
Energy Sprouts Inc/Fresh From Texas,Richard Cruz,,SAN ANTONIO,TX,,,(210) 654-3963,,,,,"Broccoli, Carrots, Cauliflower, Celery, Coleslaw, Spinach, Sprouts,"
Farmers Marketing Service,Javier,,LINN,TX,,,(956) 381-9811,,,,,"Cabbage, Limes, Mangoes, Mexican Fruit, Mexican Vegetable, Onions, Watermelons,"
Farmers Select,Jimmie,,EDINBURG,TX,,,(956) 842-3399,,,Most loads originate in FL/Season starts in April,,"Cactus Leaves, Cantaloupes, Jalapeño Pepper, Latin Vegetables, Limes, Mexican Vegetable, Papayas, Watermelons,"
Farming Technology Inc/dba Mtn.King,Elsee,,HOUSTON,TX,,,(713) 923-5807,,,,,"Potatoes,"
Five Star De Reyes Inc,Ray,,FORT WORTH,TX,,,(817) 626-4506,,,,,"Fruits, Vegetables,"
Four A's Produce,Rigo,,ALAMO,TX,,,(956) 227-1728,,,Season starts in April,,"Fruits, Vegetables,"
"Fresco Choice, The",Message,,HOUSTON,TX,,,(281) 995-9731,,,,,"Anaheim, Avocados, Cactus Leaves, Chili, Cilantro, Hydroponic, Jalapeño Pepper, Jicama, Limes, Onions, Peppers, Peppers (Green), Peppers (Orange), Peppers (Red), Peppers (Yellow), Poblano, Roma, Serrano, Squash, Tomatillo, Tomatoes, White Onion,"
Frio Spinach Co,Bob Balentine,,PEARSALL,TX,,,(830) 334-4819,,,Mailed info 11/20/08,,"Greens, Kale, Spinach, Watermelons,"
Frio Valley Farms Inc,Diane,,SAN ANTONIO,TX,,,(210) 229-1975,,,Sold produce side of company,,"Cabbage, Carrots, Cucumbers, Fruits, Onions, Spinach, Vegetables,"
Frontera Produce LTD,See comments,,EDINBURG,TX,,,(956) 381-5701,,,Barbra or Larry 956-381-1165,,"Cabbage, Cantaloupes, Carrots, Chili, Fruits, Honeydew Melons, Jalapeño Pepper, Limes, Mangoes, Onions, Pineapples, PMA Member, Vegetables,"
G W R Produce Inc,Shelia,,MCALLEN,TX,,,(956) 630-2749,,,Onions start Feb. - March,,"Beets, Cabbage, Cantaloupes, Carrots, Cauliflower, Celery, Chili, Cilantro, Citrus Fruits, Coconuts, Cucumbers, Eggplant, Endive, Fruits, Grapefruit, Green Beans, Green Onions, Greens, Honeydew Melons, Leeks, Lemons, Lettuce, Limes, Mangoes, Melons, Mexican Fruit, Mexican Vegetable, Okra, Onions, Onions, Oranges, Papayas, Parsley, Peppers, Peppers, Pineapples, Pumpkins, Squash, Squash, Tangerines, Tomatoes, Tomatoes, Turnips, Vegetables, Watermelons, Watermelons,"
"Garcia Produce, Roy",Disconnected,,ELSA,TX,,,(956) 262-8010,,,,,"Cantaloupes, Chili, Cilantro, Honeydew Melons, Mangoes, Onions, Papayas, Persian Limes, Pineapples, Tomatillo, Tomatoes, Watermelons,"
"Garza Watermelons, Jorge",Message,,RIO GRANDE CITY,TX,,,(956) 487-3131,,,,,"Fruits, Watermelons,"
"Gatto Inc, Frank J",Disconnected,,MCALLEN,TX,,,(956) 583-4720,,,Disconnected,,"Apples, Blueberries, Cabbage, Cucumbers, Eggplant, Endive, Escarole, Fruits, Green Beans, Green Onions, Honeydew Melons, Jalapeño Pepper, Lettuce, Melons, Okra, Peaches, Peppers, Pickle Cucumbers, Radishes, Romaine, Seedless Watermelons, Serrano, Squash, Strawberries, Sweet Corn, Sweet Potatoes, Vegetables, Watermelons,"
Generation Farms,Left message,,RICE,TX,,,(903) 326-4263,,,,,"Edible Flowers, Herbs,"
"Givens Inc, Dosse",Disconnected,,MCALLEN,TX,,,(956) 330-3900,,,Disconnected,,
GM Produce Sales LLC,Tom,,HIDALGO,TX,,,(956) 843-2283,,,Season starts in March,,"Mangoes,"
Godinez International LLC,N/A,,HIDALGO,TX,,,(956) 843-9838,,,No shipping out of this location,,"Cactus Leaves, Chili, Jalapeño Pepper, Logistics, Mangoes, Mexican Fruit, Mexican Vegetable, Pineapples, Poblano, Prickly/Tuna Pear, Serrano, Watermelons,"
Golden Harvest International LLC,Disconnected,,SAN ANTONIO,TX,,,(210) 481-5075,,,Disconnected,,"Dried Peppers, Jalapeño Pepper, Limes, Onions, Peppers, Peppers, Roma, Serrano, Tomatillo, Tomatoes,"
"Gonzales, Joshua R",Message,,ALICE,TX,,,(361) 701-3505,,,,,"Fruits, Vegetables,"
"Goodger, Pat",No answer,,BOYD,TX,,,(940) 433-2444,,,,,"Watermelons,"
"Gray Farms, Geoff",Message,,SEMINOLE,TX,,,(432) 758-0066,,,,,"Watermelons,"
Green Valley Food Corp,N/A,,DALLAS,TX,,,(214) 939-3900,,,Only ship local on their trucks,,"Fruits, Oriental Fruits, Oriental Vegetables, Sprouts, Tofu, Vegetables,"
Greenworld Imports,Frank,,HUMBLE,TX,,,(281) 446-0405,,,,,"Boniato, Calabaza, Chayote, Dried Beans, Dried Fruit, Eddoe, Exotic Fruits, Exotic Vegetables, Ginger, Malanga, Pineapples, Plantain, Tropical Fruits, Tropical Vegetables, Yucca,"
Griffin Sales Agency Inc,A.T. Griffen,,HEREFORD,TX,,,(806) 364-3232,,,Season starts in July,,"Fruits, Onions, Potatoes, Vegetables,"
Growers Select Produce Inc,Terry or Greg,,MISSION,TX,,,(956) 584-1910,,,Season Mid-Dec to June,,"Cabbage, Cantaloupes, Cucumbers, Fruits, Honeydew Melons, Melons, Okra, Onions, Papayas, Squash, Tangerines, Vegetables, Watermelons,"
Hand Rose Farms,Starley Hand,,TYLER,TX,,,(903) 882-7165,,,Season starts in Jan.,,
Healds Valley Farms LTD,See comments,,EDINBURG,TX,,,(956) 380-0102,,,Sales Dept: John or Lloyd Miller 956-380-6211,,"Citrus Fruits, Grapefruit, Oranges,"
"Hefner Int'l Inc, Les",Tommy or Josh,,MCALLEN,TX,,,(830) 249-5700,,,,,"Cabbage, Limes, Mangoes, Papayas, Watermelons,"
Hines Nut Company Corp,Message,,DALLAS,TX,,,(214) 939-0285,,,,,"Almonds, Brazil, Dried Fruit, Filbert, Nuts, Peanuts, Pecans, Walnuts,"
Hinojosa & Sons Produce Inc,Gaberal,,MISSION,TX,,,(956) 585-3931,,,Season starts in April,,"Cabbage, Fruits, Vegetables, Watermelons,"
"Hinojosa Inc, Jesse",Message,,HOUSTON,TX,,,(713) 222-0025,,,,,"Cabbage, Fruits, Peppers, Tomatoes, Vegetables, Watermelons,"
Houston Calco Inc,Alice,,HOUSTON,TX,,,(713) 236-0745,,,,,"Fruits, Green Beans, Oriental Fruits, Oriental Vegetables, Soybeans, Sprouts, Tofu, Vegetables,"
Houston South Mill Distribution LP,Dennis,,HOUSTON,TX,,,(713) 928-6367,,,Told me that they are not interested,,"Mushrooms,"
Ideal Sales Inc,Chris x707,,DALLAS,TX,,,(214) 428-4800,,,,,"Apples, Asparagus, Beets, Broccoli, Cabbage, Cantaloupes, Carrots, Cauliflower, Cherries, Citrus Fruits, Cucumbers, Fruits, Grapefruit, Green Beans, Green Onions, Greens, Honeydew Melons, Lemons, Lettuce, Limes, Mangoes, Melons, Nuts, Onions, Onions, Pears, Peppers, Pineapples, Plums, PMA Member, Potatoes, Romaine, Spinach, Squash, Strawberries, Sweet Corn, Sweet Potatoes, Tomatoes, Vegetables, Watermelons,"
Interstate Fruit & Vegetable Co Inc,Mike Traylor,,DONNA,TX,,,(956) 205-7400,,,Mailed info 11/24/08,,"Citrus Fruits, Grapefruit, Oranges, PMA Member,"
Is Pe Produce Inc,Armondo,,MCALLEN,TX,,,(956) 522-4874,,,,,"Cabbage, Cantaloupes, Carrots, Cilantro, Cucumbers, Fruits, Garlic, Jalapeño Pepper, Lettuce, Mangoes, Mexican Fruit, Mexican Vegetable, Papayas, Peppers, Pineapples, Poblano, Roma, Squash, Tomatillo, Vegetables, Watermelons,"
Ivey Farms,Adriane Ivey,,EL PASO,TX,,,(915) 859-7272,,,Season: end of May - Aug 915-764-7600,,"Chili, Fruits, Onions, Peppers, Vegetables,"
Ivy Produce,N/A,,DALLAS,TX,,,(214) 421-1677,,,"No outbound: use Barnardi Bkg Lompac,CA & Nogales, AZ",,"Onions, Potatoes, Tomatoes,"
J & D Produce Inc,Mike Delossantos,,EDINBURG,TX,,,(956) 380-0353,,,,,"Asparagus, Asparagus, Beets, Cabbage, Cantaloupes, Carrots, Celery, Chili, Citrus Fruits, Cucumbers, Eggplant, Endive, Fruits, Grapefruit, Green Beans, Green Onions, Greens, Greens, Herbs, Honeydew Melons, Leeks, Limes, Melons, Okra, Onions, Oranges, Papayas, Peppers, PMA Member, Radishes, Spinach, Sprouts, Squash, Tangerines, Tomatoes, Turnips, Vegetables, Watermelons,"
J & L Plants Inc,Larry Owen,,AMARILLO,TX,,,(806) 622-1292,,,Small shipper: use FedEx on most shipments,,Nursery Items
J C B Trading,Jeff,,HIDALGO,TX,,,(956) 843-8030,,,,,"Apples, Cantaloupes, Christmas Trees, Garlic, Honeydew Melons, Limes, Melons, Mexican Fruit, Pears, Watermelons,"
Jack's Produce Co,Joe or Leroy,,PEARSALL,TX,,,(830) 334-2800,,,,,"Cabbage, Eggplant, Green Beans, Lettuce, Peppers, Potatoes, Romaine, Squash, Watermelons,"
Jackson Melons Inc,Micael Jackson,,HENDERSON,TX,,,(903) 657-2760,,,Season: starts middle April ,,"Melons, Pumpkins, Watermelons,"
Jade Produce LLC,N/A,,MISSION,TX,,,(956) 682-5050,,,Customer's only choose transportation,,"Fruits, Habanero Chili, Jalapeño Pepper, Lemons, Limes, Mexican Fruit, Peppers, Peppers, Pineapples, Serrano, Vegetables,"
Javi Farms Inc,Houliann,,PHARR,TX,,,(956) 783-1112,,,,,"Onions, Watermelons,"
Jay Bird Farms LTD,Mike or Michael,,EDINBURG,TX,,,(956) 287-9600,,,Season starts: end of February,,"Citrus Fruits, Fruits, Vegetables, Watermelons,"
Jireh Produce Sales Inc,John,,ADKINS,TX,,,(830) 779-1781,,,Season starts: January,,"Cabbage, Cantaloupes, Carrots, Coconuts, Cucumbers, Fruits, Green Onions, Limes, Mangoes, Melons, Onions, Pineapples, Pumpkins, Squash, Star Fruit (Carambola), Vegetables, Watermelons,"
"Kindle, G T",G.T.,,GRAND SALINE,TX,,,(903) 962-4009,,,G.T's cell phone 903-343-4584,,"Sweet Potatoes,"
Kitchen Pride Mushroom Farms Inc,Brent,,GONZALES,TX,,,(830) 540-4516,,,Indoor growing. They have their own trucks,,"Mushrooms,"
Klepac Bros Greenhouses Inc,Edward,,BLANCO,TX,,,(830) 833-4574,,,Other location: 830-833-4214,,
Krenmueller Farms,Do not call,,SAN JUAN,TX,,,(956) 787-2272,,,"Jerk, hung up on me",,"Fruits, Vegetables,"
Kuehler Farms,Gary,,MUNDAY,TX,,,(940) 422-5501,,,,,"Cantaloupes, Pumpkins, Watermelons,"
Kunik Co Inc,Raul,,MCALLEN,TX,,,(956) 686-4324,,,,,"Broccoli, Cabbage, Cantaloupes, Carrots, Grapefruit, Honeydew Melons, Limes, Mangoes, Mexican Fruit, Mexican Vegetable, Onions, Oranges, Papayas, Peppers, Radishes, Snowpeas, Tangerines,"
L & M Companies Inc,Kim,,HIDALGO,TX,,,(956) 843-2716,,,,,"Broccoli, Cantaloupes, Coconuts, Fruits, Honeydew Melons, Limes, Mangoes, Melons, Papayas, Pineapples, Vegetables, Watermelons,"
L and R Produce LLC,Message,,LAREDO,TX,,,(956) 763-2271,,,No answer,,"Fruits, Vegetables,"
La Quintana Sales Corp,Disconnected,,MCALLEN,TX,,,(956) 279-1957,,,Disconnected,,"Fruits, Vegetables,"
Le Best Banana Supply Co Inc,N/A,,HIDALGO,TX,,,(956) 843-2743,,,Customer's only choose transportation,,"Bananas, Pineapples,"
"Lee Vegetables Inc, Irvin",N/A,,HALE CENTER,TX,,,(806) 889-3303,,,No longer grow or ship produce anymore,,"Fruits, Vegetables,"
Livingston Farms,Message,,CENTER,TX,,,(409) 735-5511,,,,,"Fruits, Vegetables, Watermelons,"
London Fruit Inc,Mike Rodrequiz,,PHARR,TX,,,(956) 781-7799,,,,,"Avocados, Limes, Mangoes, PMA Member,"
Lone Star Citrus Growers,Trent,,MISSION,TX,,,(956) 424-7775,,,F.O.B. all loads,,"Grapefruit, Oranges,"
Lone Star Rose Nursery,Linda or Sam,,TYLER,TX,,,(903) 592-8161,,,Linda Kenner or Sam Goldwater,,
Lotto International Inc,Disconnected,,MCALLEN,TX,,,(956) 682-0333,,,Disconnected,,"Apples, Apricots, Cantaloupes, Cherries, Chili, Fruits, Grapes, Kiwi, Limes, Mangoes, Mexican Fruit, Mexican Vegetable, Nectarines, Onions, Peaches, Pears, Plums, Squash, Vegetables,"
M & P Produce Co Inc,John,,SAN ANTONIO,TX,,,(210) 227-5131,,,Season starts in March,,"Cantaloupes, Onion Sets, Pumpkins, Watermelons,"
M W Carrot Inc,Disconnected,,HEREFORD,TX,,,(806) 364-3323,,,,,"Carrots, Pumpkins, Squash, Turnips,"
Magic Valley Produce Ltd,Message,,DONNA,TX,,,(956) 464-3983,,,,,"Cabbage, Onions, Watermelons,"
Majestic Produce Sales Co,Wally Garza,,MCALLEN,TX,,,(956) 928-0300,,,,,"Cabbage, Cantaloupes, Carrots, Fruits, Honeydew Melons, Potatoes, Vegetables, Watermelons,"
Matt Family Orchard Inc,Message,,TOMBALL,TX,,,(281) 351-7676,,,,,"Blackberries, Blueberries, Figs, Jujube, Persimmons,"
McAllen Tropicpak Inc,Victor,,MCALLEN,TX,,,(956) 630-0446,,,Ships mostly partials,,"Dried Chili, Dried Peppers, Garlic, Limes, Mexican Fruit, Mexican Vegetable, Papayas,"
"McBryde Inc, William E",Frank Eddy,,MIDLAND,TX,,,(830) 278-3358,,,,,"Cabbage, Carrots, Watermelons,"
"McBryde Inc, William E",Frank Eddy,,UVALDE,TX,,,(830) 278-3358,,,,,"Cabbage, Carrots, Watermelons,"
Mea Nursery,Carol,,LINDALE,TX,,,(903) 882-7541,,,,,"Roses,"
MelonSource Inc,Wayne,,EDINBURG,TX,,,(800) 624-2123,,,melonsource@aol.com,,"Melons, Watermelons,"
MercaTropic Corp,Joe,,HIDALGO,TX,,,(956) 843-6393,,,,,"Mangoes, Papayas, Tropical Fruits,"
Mex Flores Produce,See comments,,HOUSTON,TX,,,(713) 802-2543,,,Philip Perez 713-426-2681,,"Apples, Bananas, Cactus Leaves, Carrots, Chayote, Cilantro, Grapes, Jalapeño Pepper, Jicama, Kiwi, Mangoes, Mexican Fruit, Mexican Vegetable, Oranges, Pineapples, Poblano, Prickly/Tuna Pear, Serrano, Strawberries, Tomatillo,"
Mill Creek Farms,N/A,,CANTON,TX,,,(903) 567-2285,,,"Small time, no trucks needed",,"Cucumbers, Greens, Squash, Sweet Potatoes, Tomatoes, Turnips, Zucchini,"
Mission Shippers Ltd,See comments,,EDINBURG,TX,,,(956) 585-1451,,,"Joe Rios, or Juleo 956-380-6211",,"Citrus Fruits, Grapefruit, Lemons, Oranges, PMA Member, Tangerines,"
Montalvo Farm,See comments,,EDINBURG,TX,,,(956) 380-1108,,,Company doesn’t grow anything anymore,,"Watermelons,"
Monterey Mushrooms Inc,Dale Kovax,,MADISONVILLE,TX,,,(936) 730-3600,,,,,"Mushrooms,"
"Munoz Inc, L",N/A,,SAN ANTONIO,TX,,,(210) 224-5566,,,No shipping out of this location,,"Avocados, Fruits, Pumpkins, Tomatoes, Vegetables, Watermelons,"
"Murphy Produce Co Inc, O P",Message,,SAN ANTONIO,TX,,,(817) 337-0690,,,,,"Tomatoes,"
National Food Products Inc,Fax,,LAREDO,TX,,,(956) 728-1148,,,,,"Fruits, Vegetables,"
"Neitsch Farms, Roger",Message,,SEMINOLE,TX,,,(432) 758-6296,,,,,"Cantaloupes, Honeydew Melons, Peanuts, Watermelons,"
New Mundoexport Fruits Inc,Ceaser,,HIDALGO,TX,,,(956) 584-7300,,,Season starts: February,,"Avocados, Chili, Jalapeño Pepper, Mangoes, Mexican Fruit, Mexican Vegetable, Poblano, Serrano, Tomatillo, Vegetables,"
NHS Enterprises Inc,See comments,,CARRIZO SPRINGS,TX,,,(830) 876-5295,,,Lucy: small company - no produce,,Organic olive tree seedlings
Nino & Waitz Produce Co,Ken,,SAN ANTONIO,TX,,,(210) 223-2928,,,,,"Apples, Beets, Cabbage, Carrots, Collards, Cucumbers, Fruits, Mixed Vegetables, Mustard Greens, Onions, Oranges, Peaches, Peppers, Radishes, Spinach, Sweet Corn, Turnips,"
Nortex Nursery Industries,See comments,,WYLIE,TX,,,(972) 442-5451,,,Small company: Use own trucks no full truckloads,,"Bedding Plants, Blooming Plants, Foliage,"
"Obst Farm, Paul",Martian,,ALAMO,TX,,,(956) 787-6917,,,Vendors order trucks with F.O.B.,,"Broccoli, Cabbage, Cauliflower, Chili, Citrus Fruits, Cucumbers, Grapefruit, Green Onions, Greens, Herbs, Jalapeño Pepper, Onions, Oranges, Peppers, Strawberries, Sweet Corn, Tomatoes, Tomatoes, Vegetables, Watermelons,"
"Onion House LLC, The",Steve or Rick,,WESLACO,TX,,,(956) 973-0552,,,Season starts: 1st Feb.,,Onions
Oppliger Produce,Dick,,FARWELL,TX,,,(575) 389-5321,,,"Season starts Aug, moves most frieght by rail",,"Potatoes,"
P T O O LLC,Dondee,,FAIR OAKS RANCH,TX,,,(210) 698-3667,,,Use Cargo Master exclusively,,"Fruits, Vegetables,"
Palmareal Produce Corp,N/A,,HIDALGO,TX,,,(956) 843-7710,,,Vendors order trucks with F.O.B.,,"Fruits, Vegetables,"
Pan American Produce Co,N/A,,MCALLEN,TX,,,(956) 843-8181,,,Use 2 brokers out of Pharr,,"Pickle Cucumbers,"
Pan American Produce Sales,Mitch,,MCALLEN,TX,,,(956) 843-8446,,,Use 2 brokers out of Pharr,,"Pickle Cucumbers,"
Pardi Produce Inc,Jaynee,,EDINBURG,TX,,,(956) 383-3818,,,Mostly vendor trucks w/F.O.B. ,,"Bok Choy, Broccoli, Cabbage, Greens, Mixed Vegetables, Napa, Okra, PMA Member, Spinach, Vegetables,"
Patty's Herbs Inc,Charles Jonson,,PEARSALL,TX,,,(830) 334-3944,,,,,"Edible Flowers, Herbs,"
Paulmex International Inc,Renee,,EDINBURG,TX,,,(956) 381-5808,,,Mostly L.T.L.  Faxed info.,,"Coconuts, Fruits, Honeydew Melons, Limes, Mangoes, Tangerines, Tropical Fruits, Watermelons,"
Pawlik Farms,N/A,,MCALLEN,TX,,,(956) 686-5032,,,,,"Cantaloupes, Citrus Fruits, Fruits, Grapefruit, Greens, Oranges,"
Pecos Cantaloupe Shed Inc,Bad number,,PECOS,TX,,,(432) 447-2123,,,,,"Cantaloupes, Onions, Peppers, Watermelons,"
"Pennington & Sons, Wade",Message,,GRAPELAND,TX,,,(936) 687-4710,,,,,"Peanuts, Watermelons,"
Pentagon Produce Inc,Disconnected,,UVALDE,TX,,,(830) 278-1163,,,,,"Cabbage, Kale, PMA Member, Potatoes, Spinach, Watermelons,"
Perco USA Inc,Message,,HIDALGO,TX,,,(469) 916-2225,,,,,"Avocados, Cantaloupes, Celery, Fruits, Mexican Fruit, Mexican Vegetable, Peppers, Tomatoes, Vegetables, Watermelons, Zucchini,"
Perennial Produce,Randy Priolo,,MCALLEN,TX,,,(956) 380-3656,,,,,"Onions, Watermelons,"
Petersburg Produce,Disconnected,,PETERSBURG,TX,,,(806) 667-3561,,,,,"Onions,"
Ponce & Associates,Message,,PLANO,TX,,,(972) 596-4408,,,,,"Papayas,"
"Porter Produce, Charlie",Mrs Porter,,MATHIS,TX,,,(361) 547-3746,,,,,"Cabbage, Citrus Fruits, Grapefruit, Onions, Oranges, Tangerines, Watermelons,"
Powell Plant Farms Inc,Message,,TROUP,TX,,,(903) 842-3123,,,,,
Progreso Produce Ltd,Josh or Tommy,,BOERNE,TX,,,(956) 968-1300,,,,,"Broccoli, Mangoes, Onions, Peppers, Squash, Tomatoes, Watermelons,"
Prukop Farms,John,,PREMONT,TX,,,(361) 348-3865,,,Season starts: April,,"Fruits, Vegetables, Watermelons,"
R & G Produce Company,Disconnected,,RIO HONDO,TX,,,(956) 748-0002,,,,,"Fruits, Vegetables,"
R R Produce Co,See comments,,EDINBURG,TX,,,(956) 380-6119,,,Ray 956-386-1083,,"Watermelons,"
Ramage Farms,N/A,,HOOKS,TX,,,(903) 547-6187,,,Only sell gift baskets & ship FedEx,,"Fruits, Vegetables,"
Redland Melon Co,Richard ,,DILLEY,TX,,,(830) 965-1411,,,,,"Tomatoes, Watermelons,"
Rendon International Trade LLC,Message,,MCALLEN,TX,,,(956) 789-5565,,,,,"Fruits, Vegetables,"
Rio Fresh Inc,Mike,,SAN JUAN,TX,,,(956) 787-0023,,,,,"Cabbage, Cantaloupes, Fresh Cut, Greens, Leeks, Mixed Vegetables, Onions, Spinach,"
Rio Grande Okra Sales Inc,Carlos,,OLMITO,TX,,,(956) 350-5151,,,Have own trucks-rare that they use outside carriers,,"Okra,"
Rio Produce Co,Marvin or Jim,,HIDALGO,TX,,,(956) 843-2774,,,"Mostly use customer trucks with F.O.B,",,"Cantaloupes, Cherry Tomatoes, Coconuts, Limes, Peppers, Pineapples, Squash, Strawberries, Vegetables,"
Rio Queen Citrus Inc,Mike Traylor,,MISSION,TX,,,(956) 205-7400,,,Mailed info 11/24/08,,"Citrus Fruits, Grapefruit, Melons, Onions, Oranges, PMA Member, Tomatoes,"
Rio Rico Farms Inc,Goerge Barreta,,PROGRESO,TX,,,(956) 565-9840,,,Season starts: January,,"Cabbage, Cantaloupes, Carrots, Onions, Watermelons,"
River City Produce Co Inc,Raymond,,SAN ANTONIO,TX,,,(210) 271-0371,,,,,"Apples, Avocados, Bananas, Broccoli, Cabbage, Carrots, Cauliflower, Celery, Garlic, Grapefruit, Green Beans, Lemons, Lettuce, Limes, Nectarines, Onions, Peaches, Pears, Pineapples, Plums, Potatoes, Radishes, Squash, Sweet Corn, Tomatoes,"
River Star Farms L L C,Brian  ,,MERCEDES,TX,,,(956) 585-9278,,,,,"Apples, Citrus Fruits, Grapefruit, Nuts, Oranges, Pears, Pineapples, Tangerines,"
Rivers End Nursery & Farm,Message,,LOS FRESNOS,TX,,,(956) 233-4792,,,,,"Black Sapote, Guava, Longan, Nursery Stock, Passion Fruit, Sapodilla, Sugar Apple, Tropical Fruits,"
Rodriguez Produce Wholesale Fruits & Veg,See comments,,EL PASO,TX,,,(915) 778-1229,,,Out of business,,"Fruits, Vegetables,"
"Ruiz Inc, Robert",Robert,,EDINBURG,TX,,,(956) 383-4042,,,,,"Cabbage, Cantaloupes, Cucumbers, Honeydew Melons, Mixed Vegetables, Peppers, PMA Member, Watermelons,"
"Ruiz International Trading Co, J H",No answer,,LAREDO,TX,,,(956) 726-9450,,,No answer,,"Bananas, Limes, Mangoes,"
Ruiz Sales,Richard Ruiz,,EDINBURG,TX,,,(956) 383-0187,,,Richard's Cell: 956-381-1400,,"Cucumbers, Fruits, Limes, Mangoes, Peppers, Persian Limes, Vegetables, Watermelons,"
S & S Produce Farms PTN,Mr. Saeaz (Signs),,LASARA,TX,,,(956) 642-3239,,,Season Starts: April,,"Collards, Green Peas, Kale, Mustard Greens, Spinach, Squash, Turnips, Vegetables, Watermelons,"
San Antonio Commission of Texas Co,Roxanne,,MCALLEN,TX,,,(956) 687-9181,,,Season starts in March,,"Citrus Fruits, Cucumbers, Fruits, Melons, Onions, Peppers, Tomatoes, Tomatoes, Vegetables,"
San Jacinto Produce Inc,No english,,HIDALGO,TX,,,(956) 843-6262,,,,,"Jalapeño Pepper, Mexican Fruit, Mexican Vegetable, Papayas, Poblano, Tropical Fruits, Vegetables,"
San Saba Pecan LP,See comments,,SAN SABA,TX,,,(325) 372-5727,,,"Deloras: Mansfield, LA 218-872-2900",,"Pecans,"
Schneider Brokerage Inc,Not in Service,,SUGAR LAND,TX,,,(281) 240-1293,,,,,"Avocados, Cabbage, Cantaloupes, Carrots, Cucumbers, Eggplant, Fruits, Green Beans, Greens, Honeydew Melons, Peaches, Peppers, Potatoes, Strawberries, Sweet Corn, Vegetables,"
Schoenfield Melon Farms,Gloria or Ted,,EL CAMPO,TX,,,(979) 543-7970,,,Season starts: June,,"Watermelons,"
Seitz Gift Fruit LLC,Jimmie,,FREDERICKSBURG,TX,,,(830) 990-4332,,,Mailed info on 11/25/08,,"Apples, Citrus Fruits, Pecans,"
Sharyland Farms,N/A,,MISSION,TX,,,(956) 618-9400,,,No shipping out of this location,,"Cabbage, Cucumbers, Onions, Spinach, Vegetables, Watermelons,"
Sharyland Orchards LLC,Message,,MCALLEN,TX,,,(956) 682-3181,,,,,"Avocados, Citrus Fruits, Grapefruit, Oranges,"
Shippers Service Inc,Robert Ruiz,,EDINBURG,TX,,,(956) 386-1457,,,shippersserviceinc@sbcglobal.net,,"Chili, Dried Peppers, Jalapeño Pepper, Onions, Peppers, Poblano, Serrano, Tomatillo,"
Skalitsky Farms,No answer,,DONNA,TX,,,(956) 464-5247,,,,,"Cabbage, Cantaloupes, Onions,"
"Smith & Sons, H M",Left message,,ELGIN,TX,,,(512) 281-4740,,,,,"Potatoes, Pumpkins, Watermelons, Yam,"
